,gene,freq,type,pam
374,ADRA2B,6,RNA,Original
375,ADRA2C,6,RNA,Original
376,ADRB1,6,RNA,Original
377,ADRB2,6,RNA,Original
378,ADRB3,6,RNA,Original
379,ADRBK1,6,RNA,Original
380,ADRBK2,6,RNA,Original
381,ADRM1,6,RNA,Original
382,ADSL,6,RNA,Original
383,ADSS,6,RNA,Original
384,ADSSL1,6,RNA,Original
385,ADTRP,6,RNA,Original
386,AEBP1,6,RNA,Original
387,AEBP2,6,RNA,Original
388,AEN,6,RNA,Original
389,AES,6,RNA,Original
390,AFAP1,6,RNA,Original
391,AFAP1L1,6,RNA,Original
392,AFAP1L2,6,RNA,Original
393,AFF1,6,RNA,Original
394,AFF2,6,RNA,Original
395,AFF3,6,RNA,Original
396,AFF4,6,RNA,Original
397,AFG3L2,6,RNA,Original
398,AFM,6,RNA,Original
399,AFMID,6,RNA,Original
400,AFP,6,RNA,Original
401,AFTPH,6,RNA,Original
402,AGA,6,RNA,Original
403,AGAP1,6,RNA,Original
404,AGAP11,6,RNA,Original
405,AGAP2,6,RNA,Original
406,AGAP3,6,RNA,Original
407,AGAP4,6,RNA,Original
408,AGAP5,6,RNA,Original
409,AGAP6,6,RNA,Original
410,AGAP7,6,RNA,Original
411,AGAP8,6,RNA,Original
412,AGAP9,6,RNA,Original
413,AGBL1,6,RNA,Original
414,AGBL2,6,RNA,Original
415,AGBL3,6,RNA,Original
416,AGBL4,6,RNA,Original
417,AGBL5,6,RNA,Original
418,AGER,6,RNA,Original
419,AGFG1,6,RNA,Original
420,AGFG2,6,RNA,Original
421,AGGF1,6,RNA,Original
422,AGK,6,RNA,Original
423,AGL,6,RNA,Original
424,AGMAT,6,RNA,Original
425,AGMO,6,RNA,Original
426,AGO1,6,RNA,Original
427,AGO2,6,RNA,Original
428,AGO3,6,RNA,Original
429,AGO4,6,RNA,Original
430,AGPAT1,6,RNA,Original
431,AGPAT2,6,RNA,Original
432,AGPAT3,6,RNA,Original
433,AGPAT4,6,RNA,Original
434,AGPAT5,6,RNA,Original
435,AGPAT6,6,RNA,Original
436,AGPAT9,6,RNA,Original
437,AGPHD1,6,RNA,Original
438,AGPS,6,RNA,Original
439,AGR2,6,RNA,Original
440,AGR3,6,RNA,Original
441,AGRN,6,RNA,Original
442,AGRP,6,RNA,Original
443,AGT,6,RNA,Original
444,AGTPBP1,6,RNA,Original
445,AGTR1,6,RNA,Original
446,AGTR2,6,RNA,Original
447,AGTRAP,6,RNA,Original
448,AGXT,6,RNA,Original
449,AGXT2,6,RNA,Original
450,AGXT2L1,6,RNA,Original
451,AGXT2L2,6,RNA,Original
452,AHCTF1,6,RNA,Original
453,AHCY,6,RNA,Original
454,AHCYL1,6,RNA,Original
455,AHCYL2,6,RNA,Original
456,AHDC1,6,RNA,Original
457,AHI1,6,RNA,Original
458,AHNAK,6,RNA,Original
459,AHNAK2,6,RNA,Original
460,AHR,6,RNA,Original
461,AHRR,6,RNA,Original
462,AHSA1,6,RNA,Original
463,AHSA2,6,RNA,Original
464,AHSG,6,RNA,Original
465,AHSP,6,RNA,Original
466,AICDA,6,RNA,Original
467,AIDA,6,RNA,Original
468,AIF1,6,RNA,Original
469,AIF1L,6,RNA,Original
470,AIFM1,6,RNA,Original
471,AIFM2,6,RNA,Original
472,AIFM3,6,RNA,Original
473,AIG1,6,RNA,Original
474,AIM1,6,RNA,Original
475,AIM2,6,RNA,Original
476,AIMP1,6,RNA,Original
477,AIMP2,6,RNA,Original
478,AIP,6,RNA,Original
479,AIPL1,6,RNA,Original
480,AIRE,6,RNA,Original
481,AJAP1,6,RNA,Original
482,AJUBA,6,RNA,Original
483,AK1,6,RNA,Original
484,AK2,6,RNA,Original
485,AK3,6,RNA,Original
486,AK4,6,RNA,Original
487,AK5,6,RNA,Original
488,AK6,6,RNA,Original
489,AK7,6,RNA,Original
490,AK8,6,RNA,Original
491,AK9,6,RNA,Original
492,AKAP1,6,RNA,Original
493,AKAP10,6,RNA,Original
494,AKAP11,6,RNA,Original
495,AKAP12,6,RNA,Original
496,AKAP13,6,RNA,Original
497,AKAP14,6,RNA,Original
498,AKAP17A_X,6,RNA,Original
499,AKAP17A_Y,6,RNA,Original
500,AKAP2,6,RNA,Original
501,AKAP3,6,RNA,Original
502,AKAP4,6,RNA,Original
503,AKAP5,6,RNA,Original
504,AKAP6,6,RNA,Original
505,AKAP7,6,RNA,Original
506,AKAP8,6,RNA,Original
507,AKAP8L,6,RNA,Original
508,AKAP9,6,RNA,Original
509,AKIP1,6,RNA,Original
510,AKIRIN1,6,RNA,Original
511,AKIRIN2,6,RNA,Original
512,AKNA,6,RNA,Original
513,AKNAD1,6,RNA,Original
514,AKR1A1,6,RNA,Original
515,AKR1B1,6,RNA,Original
516,AKR1B10,6,RNA,Original
517,AKR1B15,6,RNA,Original
518,AKR1C1,6,RNA,Original
519,AKR1C2,6,RNA,Original
520,AKR1C3,6,RNA,Original
521,AKR1C4,6,RNA,Original
522,AKR1D1,6,RNA,Original
523,AKR1E2,6,RNA,Original
524,AKR7A2,6,RNA,Original
525,AKR7A3,6,RNA,Original
526,AKT1,6,RNA,Original
527,AKT1S1,6,RNA,Original
528,AKT2,6,RNA,Original
529,AKT3,6,RNA,Original
530,AKTIP,6,RNA,Original
531,ALAD,6,RNA,Original
532,ALAS1,6,RNA,Original
533,ALAS2,6,RNA,Original
534,ALB,6,RNA,Original
535,ALCAM,6,RNA,Original
536,ALDH16A1,6,RNA,Original
537,ALDH18A1,6,RNA,Original
538,ALDH1A1,6,RNA,Original
539,ALDH1A2,6,RNA,Original
540,ALDH1A3,6,RNA,Original
541,ALDH1B1,6,RNA,Original
542,ALDH1L1,6,RNA,Original
543,ALDH1L2,6,RNA,Original
544,ALDH2,6,RNA,Original
545,ALDH3A1,6,RNA,Original
546,ALDH3A2,6,RNA,Original
547,ALDH3B1,6,RNA,Original
548,ALDH3B2,6,RNA,Original
549,ALDH4A1,6,RNA,Original
550,ALDH5A1,6,RNA,Original
551,ALDH6A1,6,RNA,Original
552,ALDH7A1,6,RNA,Original
553,ALDH8A1,6,RNA,Original
554,ALDH9A1,6,RNA,Original
555,ALDOA,6,RNA,Original
556,ALDOB,6,RNA,Original
557,ALDOC,6,RNA,Original
558,ALG1,6,RNA,Original
559,ALG10,6,RNA,Original
560,ALG10B,6,RNA,Original
561,ALG11,6,RNA,Original
562,ALG12,6,RNA,Original
563,ALG13,6,RNA,Original
564,ALG14,6,RNA,Original
565,ALG1L,6,RNA,Original
566,ALG2,6,RNA,Original
567,ALG3,6,RNA,Original
568,ALG5,6,RNA,Original
569,ALG6,6,RNA,Original
570,ALG8,6,RNA,Original
571,ALG9,6,RNA,Original
572,ALK,6,RNA,Original
573,ALKBH1,6,RNA,Original
574,ALKBH2,6,RNA,Original
575,ALKBH3,6,RNA,Original
576,ALKBH4,6,RNA,Original
577,ALKBH5,6,RNA,Original
578,ALKBH6,6,RNA,Original
579,ALKBH7,6,RNA,Original
580,ALKBH8,6,RNA,Original
581,ALLC,6,RNA,Original
582,ALMS1,6,RNA,Original
583,ALOX12,6,RNA,Original
584,ALOX12B,6,RNA,Original
585,ALOX15,6,RNA,Original
586,ALOX15B,6,RNA,Original
587,ALOX5,6,RNA,Original
588,ALOX5AP,6,RNA,Original
589,ALOXE3,6,RNA,Original
590,ALPI,6,RNA,Original
591,ALPK1,6,RNA,Original
592,ALPK2,6,RNA,Original
593,ALPK3,6,RNA,Original
594,ALPL,6,RNA,Original
595,ALPP,6,RNA,Original
596,ALPPL2,6,RNA,Original
597,ALS2,6,RNA,Original
598,ALS2CL,6,RNA,Original
599,ALS2CR11,6,RNA,Original
600,ALS2CR12,6,RNA,Original
601,ALS2CR8,6,RNA,Original
602,ALX1,6,RNA,Original
603,ALX3,6,RNA,Original
604,ALX4,6,RNA,Original
605,ALYREF,6,RNA,Original
606,AMACR,6,RNA,Original
607,AMBN,6,RNA,Original
608,AMBP,6,RNA,Original
609,AMBRA1,6,RNA,Original
610,AMD1,6,RNA,Original
611,AMDHD1,6,RNA,Original
612,AMDHD2,6,RNA,Original
613,AMELX,6,RNA,Original
614,AMELY,6,RNA,Original
615,AMER1,6,RNA,Original
616,AMER2,6,RNA,Original
617,AMER3,6,RNA,Original
618,AMFR,6,RNA,Original
619,AMH,6,RNA,Original
620,AMHR2,6,RNA,Original
621,AMICA1,6,RNA,Original
622,AMIGO1,6,RNA,Original
623,AMIGO2,6,RNA,Original
624,AMIGO3,6,RNA,Original
625,AMMECR1,6,RNA,Original
626,AMMECR1L,6,RNA,Original
627,AMN,6,RNA,Original
628,AMN1,6,RNA,Original
629,AMOT,6,RNA,Original
630,AMOTL1,6,RNA,Original
631,AMOTL2,6,RNA,Original
632,AMPD1,6,RNA,Original
633,AMPD2,6,RNA,Original
634,AMPD3,6,RNA,Original
635,AMPH,6,RNA,Original
636,AMT,6,RNA,Original
637,AMTN,6,RNA,Original
638,AMY1A,6,RNA,Original
639,AMY1B,6,RNA,Original
640,AMY1C,6,RNA,Original
641,AMY2A,6,RNA,Original
642,AMY2B,6,RNA,Original
643,AMZ1,6,RNA,Original
644,AMZ2,6,RNA,Original
645,ANAPC1,6,RNA,Original
646,ANAPC10,6,RNA,Original
647,ANAPC11,6,RNA,Original
648,ANAPC13,6,RNA,Original
649,ANAPC15,6,RNA,Original
650,ANAPC16,6,RNA,Original
651,ANAPC2,6,RNA,Original
652,ANAPC4,6,RNA,Original
653,ANAPC5,6,RNA,Original
654,ANAPC7,6,RNA,Original
655,ANG,6,RNA,Original
656,ANGEL1,6,RNA,Original
657,ANGEL2,6,RNA,Original
658,ANGPT1,6,RNA,Original
659,ANGPT2,6,RNA,Original
660,ANGPT4,6,RNA,Original
661,ANGPTL1,6,RNA,Original
662,ANGPTL2,6,RNA,Original
663,ANGPTL3,6,RNA,Original
664,ANGPTL4,6,RNA,Original
665,ANGPTL5,6,RNA,Original
666,ANGPTL6,6,RNA,Original
667,ANGPTL7,6,RNA,Original
668,ANHX,6,RNA,Original
669,ANK1,6,RNA,Original
670,ANK2,6,RNA,Original
671,ANK3,6,RNA,Original
672,ANKAR,6,RNA,Original
673,ANKDD1A,6,RNA,Original
674,ANKDD1B,6,RNA,Original
675,ANKEF1,6,RNA,Original
676,ANKFN1,6,RNA,Original
677,ANKFY1,6,RNA,Original
678,ANKH,6,RNA,Original
679,ANKHD1,6,RNA,Original
680,ANKHD1-EIF4EBP3,6,RNA,Original
681,ANKIB1,6,RNA,Original
682,ANKK1,6,RNA,Original
683,ANKLE2,6,RNA,Original
684,ANKMY1,6,RNA,Original
685,ANKMY2,6,RNA,Original
686,ANKRA2,6,RNA,Original
687,ANKRD1,6,RNA,Original
688,ANKRD10,6,RNA,Original
689,ANKRD11,6,RNA,Original
690,ANKRD12,6,RNA,Original
691,ANKRD13A,6,RNA,Original
692,ANKRD13B,6,RNA,Original
693,ANKRD13C,6,RNA,Original
694,ANKRD13D,6,RNA,Original
695,ANKRD16,6,RNA,Original
696,ANKRD17,6,RNA,Original
697,ANKRD18A,6,RNA,Original
698,ANKRD18B,6,RNA,Original
699,ANKRD2,6,RNA,Original
700,ANKRD20A1,6,RNA,Original
701,ANKRD20A2,6,RNA,Original
702,ANKRD20A3,6,RNA,Original
703,ANKRD20A4,6,RNA,Original
704,ANKRD22,6,RNA,Original
705,ANKRD23,6,RNA,Original
706,ANKRD24,6,RNA,Original
707,ANKRD26,6,RNA,Original
708,ANKRD27,6,RNA,Original
709,ANKRD28,6,RNA,Original
710,ANKRD29,6,RNA,Original
711,ANKRD30A,6,RNA,Original
712,ANKRD30B,6,RNA,Original
713,ANKRD32,6,RNA,Original
714,ANKRD33,6,RNA,Original
715,ANKRD33B,6,RNA,Original
716,ANKRD34A,6,RNA,Original
717,ANKRD34B,6,RNA,Original
718,ANKRD34C,6,RNA,Original
719,ANKRD35,6,RNA,Original
720,ANKRD36,6,RNA,Original
721,ANKRD37,6,RNA,Original
722,ANKRD39,6,RNA,Original
723,ANKRD40,6,RNA,Original
724,ANKRD42,6,RNA,Original
725,ANKRD44,6,RNA,Original
726,ANKRD45,6,RNA,Original
727,ANKRD46,6,RNA,Original
728,ANKRD49,6,RNA,Original
729,ANKRD50,6,RNA,Original
730,ANKRD52,6,RNA,Original
731,ANKRD53,6,RNA,Original
732,ANKRD54,6,RNA,Original
733,ANKRD55,6,RNA,Original
734,ANKRD6,6,RNA,Original
735,ANKRD61,6,RNA,Original
736,ANKRD62,6,RNA,Original
737,ANKRD65,6,RNA,Original
738,ANKRD66,6,RNA,Original
739,ANKRD7,6,RNA,Original
740,ANKRD9,6,RNA,Original
741,ANKS1A,6,RNA,Original
742,ANKS1B,6,RNA,Original
743,ANKS3,6,RNA,Original
744,ANKS4B,6,RNA,Original
745,ANKS6,6,RNA,Original
746,ANKZF1,6,RNA,Original
747,ANLN,6,RNA,Original
748,ANO1,6,RNA,Original
749,ANO10,6,RNA,Original
750,ANO3,6,RNA,Original
751,ANO4,6,RNA,Original
752,ANO5,6,RNA,Original
753,ANO6,6,RNA,Original
754,ANO7,6,RNA,Original
755,ANO8,6,RNA,Original
756,ANO9,6,RNA,Original
757,ANP32A,6,RNA,Original
758,ANP32B,6,RNA,Original
759,ANP32D,6,RNA,Original
760,ANP32E,6,RNA,Original
761,ANPEP,6,RNA,Original
762,ANTXR1,6,RNA,Original
763,ANTXR2,6,RNA,Original
764,ANXA1,6,RNA,Original
765,ANXA10,6,RNA,Original
766,ANXA11,6,RNA,Original
767,ANXA13,6,RNA,Original
768,ANXA2,6,RNA,Original
769,ANXA2R,6,RNA,Original
770,ANXA3,6,RNA,Original
771,ANXA4,6,RNA,Original
772,ANXA5,6,RNA,Original
773,ANXA6,6,RNA,Original
774,ANXA7,6,RNA,Original
775,ANXA8,6,RNA,Original
776,ANXA8L1,6,RNA,Original
777,ANXA8L2,6,RNA,Original
778,ANXA9,6,RNA,Original
779,AOAH,6,RNA,Original
780,AOC1,6,RNA,Original
781,AOC2,6,RNA,Original
782,AOC3,6,RNA,Original
783,AOX1,6,RNA,Original
784,AP1AR,4,RNA,Original
785,AP1B1,6,RNA,Original
786,AP1G1,6,RNA,Original
787,AP1G2,6,RNA,Original
788,AP1M1,6,RNA,Original
789,AP1M2,6,RNA,Original
790,AP1S1,6,RNA,Original
791,AP1S2,6,RNA,Original
792,AP1S3,6,RNA,Original
793,AP2A1,6,RNA,Original
794,AP2A2,6,RNA,Original
795,AP2B1,6,RNA,Original
796,AP2M1,6,RNA,Original
797,AP2S1,6,RNA,Original
798,AP3B1,6,RNA,Original
799,AP3B2,6,RNA,Original
800,AP3D1,6,RNA,Original
801,AP3M1,6,RNA,Original
802,AP3M2,6,RNA,Original
803,AP3S1,6,RNA,Original
804,AP3S2,6,RNA,Original
805,AP4B1,6,RNA,Original
806,AP4E1,6,RNA,Original
807,AP4M1,6,RNA,Original
808,AP4S1,6,RNA,Original
809,AP5B1,6,RNA,Original
810,AP5M1,6,RNA,Original
811,AP5S1,6,RNA,Original
812,AP5Z1,6,RNA,Original
813,APAF1,6,RNA,Original
814,APBA1,6,RNA,Original
